number	id	sentence	sentiment
5332	44b3c0586e93a2e094f9efec0	 Billy Crystal and Robert De Niro sleepwalk through vulgarities in a sequel you can refuse .	1
5333	e8df712a8db394e7f790136ea	 It 's loud and boring ; watching it is like being trapped at a bad rock concert .	1
5334	7a701d9cb6b3021ebdba709d3	 Merely -LRB- and literally -RRB- tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .	0
5335	a27cc9c2df0c1941637a7194d	 If you want a movie time trip , the 1960 version is a far smoother ride .	1
5336	911540e55009957045e9938a0	 Traffics in the kind of prechewed racial clichés that have already been through the corporate stand-up-comedy mill .	2
5337	b7035b3b4730d8d782d9ff32f	 The story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed .	1
5338	4c39966d25e22904021ac8f51	 ... grows decidedly flimsier with its many out-sized , out of character and logically porous action set pieces .	0
5339	146b8fc32adfe9f8a5d296d82	 I wish Windtalkers had had more faith in the dramatic potential of this true story .	2
5340	d461dd1ee5af5056b49c3cde8	 This would have been better than the fiction it has concocted , and there still could have been room for the war scenes .	1
5341	5ac948a1739882f9753779105	 Aggressive self-glorification and a manipulative whitewash .	1
5342	2ebca93268a0815c9ab7df293	 Stay for the credits and see a devastating comic impersonation by Dustin Hoffman that is revelatory .	4
5343	0dde583532568e31f6d2c248a	 None of the characters or plot-lines are fleshed-out enough to build any interest .	1
5344	deed3499d6a0135351f434b7f	 As social exposé , Skins has its heart in the right place , but that 's not much to hang a soap opera on .	2
5345	b003d21bb328980bf713261bb	 The whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product .	0
5346	75d92e752b592f94ed3c76281	 There 's a bit of thematic meat on the bones of Queen of the Damned , as its origins in an Anne Rice novel dictate , but generally , it 's a movie that emphasizes style over character and substance .	2
5347	0d8c9d29359ae080282d2fe01	 The only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers .	0
5348	37a5e2fa731c3262ab5cdc541	 This one is certainly well-meaning , but it 's also simple-minded and contrived .	2
5349	c2aed4d53f05c0cb191ae74e9	 Coppola has made a film of intoxicating atmosphere and little else .	3
5350	e75d93061a5a701e492fadaca	 Bad and baffling from the get-go .	0
5351	a5f19cb685a381c21f1344d3e	 A series of immaculately composed shots of Patch Adams quietly freaking out does not make for much of a movie .	1
5352	261df8a225517958027b75705	 At a time when we 've learned the hard way just how complex international terrorism is , Collateral Damage paints an absurdly simplistic picture .	1
5353	6c9a975bec5e1db046dca07c6	 The impulses that produced this project ... are commendable , but the results are uneven .	2
5354	762f4d5f186ff5a2e76b275fc	 A well-acted movie that simply does n't gel .	2
5355	7e9dd58b4d9b3e71e83361efb	 Like a can of 2-day old Coke .	0
5356	35b497d518ba6c289687184b1	 You can taste it , but there 's no fizz .	1
5357	155e7998d56e23ec652506b11	 There 's no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish .	1
5358	a7009c8fb4108d06ae85c44f7	 Both the crime story and the love story are unusual .	2
5359	0a30f1eedfe3b94f34cbaf3c6	 But they do n't fit well together and neither is well told .	1
5360	ade71ef83341ab748c8bd757f	 It 's both sitcomishly predictable and cloying in its attempts to be poignant .	1
5361	bbda26d0b609c36725d409d51	 Other than a mildly engaging central romance , Hospital is sickly entertainment at best and mind-destroying cinematic pollution at worst .	0
5362	32847b40f2dd23c429c41e83f	 Jaglom offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar .	1
5363	89decfe430479dd9586b36d3b	 Outside of Burger 's desire to make some kind of film , it 's really unclear why this project was undertaken	1
5364	184cf7d967a1a0bed20a73a7e	 Was I scared ?	2
5365	754bbaf12158c71dc7b3ece13	 Only at the prospect of Beck 's next project .	2
5366	c1b3eceae7faa268cef108daa	 Let 's see , a haunted house , a haunted ship , what 's next ... Ghost Blimp ?	1
5367	cda036622bdcf0079a7b4faf2	 A fragile framework upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming .	1
5368	5d244540a349b14225a8c384b	 By the time the plot grinds itself out in increasingly incoherent fashion , you might be wishing for a watch that makes time go faster rather than the other way around .	0
5369	9deb197a08325eab662ed45e6	 Since Lee is a sentimentalist , the film is more worshipful than your random E !	2
5370	3299b64c4950ba07f1896e0e5	 True Hollywood Story .	2
5371	9ad6d708424cdf71b1a4dbc22	 Wes Craven 's presence is felt ; not the Craven of ' A Nightmare on Elm Street ' or ` The Hills Have Eyes , ' but the sad schlock merchant of ` Deadly Friend . '	1
5372	2151dc83a819ddb8eb6f61c4a	 Sunshine State surveys the landscape and assesses the issues with a clear passion for sociology .	2
5373	92e2840769998994a8a8a0b5e	 But the cinematography is cloudy , the picture making becalmed .	1
5374	9ec3ab366097e6967974f06b1	 It 's one long bore .	1
5375	c2c160b5e8bbb4901fe7fbdb0	 It gets old quickly .	1
5376	c945afb8625bc9ad823306741	 Watch Barbershop again if you 're in need of a Cube fix -- this is n't worth sitting through .	1
5377	d8038fe3041631f459c1c707f	 It 's leaden and predictable , and laughs are lacking .	1
5378	e8d49aefe9df08ff698aef427	 ... a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone .	1
5379	c27121e7c41bb5ec12141cd69	 Skip this dreck , rent Animal House and go back to the source .	1
5380	69fed805ff0fef347ab51c9d4	 The movie is a desperate miscalculation .	0
5381	8b69a57457b10b7795ab37e66	 It gives poor Dana Carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .	1
5382	e7734b9ebe6454667a88257c4	 We just do n't really care too much about this love story .	1
5383	74fd4f819e126c22efe091399	 In that setting , their struggle is simply too ludicrous and borderline insulting .	0
5384	3d22628198a591e92def4abdf	 The Transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .	1
5385	d347ec2a0826db94e05d82c08	 Uzumaki 's interesting social parallel and defiant aesthetic seems a prostituted muse ...	1
5386	9990a14f96bd48aea30427a63	 ` Men in Black II creates a new threat for the MIB , but recycles the same premise .	2
5387	483830f9c7aeeebedb9f3db26	 Large budget notwithstanding , the movie is such a blip on the year 's radar screen that it 's tempting just to go with it for the ride .	3
5388	163895e9d045109e3a4b4478f	 But this time , the old MIB label stands for Milder Is n't Better .	1
5389	de0fdd92d05d13a9b979d2fc0	 Feels familiar and tired .	1
5390	a94d89190f992ba69702ed318	 A retread of material already thoroughly plumbed by Martin Scorsese .	1
5391	c5f1c4ee1bbc1c8eacebcc45f	 Instead of making his own style , director Marcus Adams just copies from various sources -- good sources , bad mixture	0
5392	7c1e30a25cf667f9584a360c7	 Criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes My Big Fat Greek Wedding look like an apartheid drama .	3
5393	7ad5dbd3e305b2a4418553473	 A bore that tends to hammer home every one of its points .	1
5394	109b5344b5dc913380351bcb9	 A story which fails to rise above its disgusting source material .	0
5395	f1b78d783aac4c063e66689e9	 It 's fitting that a movie as artificial and soulless as The Country Bears owes its genesis to an animatronic display at Disneyland .	0
5396	545314a93147136a35a2986cc	 Starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other Hollywood-action cliches .	0
5397	d03da16bb630bb9e5d59ffda8	 Completely creatively stillborn and executed in a manner that I 'm not sure could be a single iota worse ... a soulless hunk of exploitative garbage .	0
5398	e941b9af091352307eedaef3a	 An uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films based on Philip K. Dick stories .	1
5399	706471e8177779d01154c7cfc	 Horrible .	0
5400	fe1c5520fcd068bb17f47cbd6	 The disjointed mess flows as naturally as Jolie 's hideous yellow ` do .	0
5401	fa819ce6a928b21c33e26ce60	 Bolstered by an astonishing voice cast -LRB- excepting Love Hewitt -RRB- , an interesting racial tension , and a storyline that I have n't encountered since at least Pete 's Dragon .	3
5402	a5bb087daccfaeffb0ffa4c1d	 An authentically vague , but ultimately purposeless , study in total pandemonium .	1
5403	b6e7cd88aefb3e94a83b461b9	 Makes a joke out of car chases for an hour and then gives us half an hour of car chases .	0
5404	df0809f83e33f0144e4320c45	 As the sulking , moody male hustler in the title role , -LRB- Franco -RRB- has all of Dean 's mannerisms and self-indulgence , but none of his sweetness and vulnerability .	1
5405	0e199a2459df04319f63a8b41	 The only thing to fear about `` Fear Dot Com '' is hitting your head on the theater seat in front of you when you doze off thirty minutes into the film .	0
5406	d67360f1b2a94248063fafd26	 It 's too interested in jerking off in all its Byzantine incarnations to bother pleasuring its audience .	0
5407	3bbbba3818f6bd77adc7602e9	 ` Synthetic ' is the best description of this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree .	1
5408	6fe6c33ed74df8ee4c805a3fa	 It concentrates far too much on the awkward interplay and utter lack of chemistry between Chan and Hewitt .	1
5409	90a9a1be40bb0517cf705d165	 Impostor ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies .	1
5410	31f03d3fc00200e49c73a42d0	 Judd 's characters ought to pick up the durable best seller Smart Women , Foolish Choices for advice .	1
5411	1c61e9dc17d10ca9af46b2001	 The script has less spice than a rat burger and The Rock 's fighting skills are more in line with Steven Seagal .	1
5412	35e92f05feb431fde288501e1	 This ill-conceived and expensive project winds up looking like a bunch of talented thesps slumming it .	0
5413	318f189f96da6f1bb5529bad9	 ... there 's a choppy , surface-effect feeling to the whole enterprise .	1
5414	e2b8f6613140bdadde4779c5d	 Does n't get the job done , running off the limited chemistry created by Ralph Fiennes and Jennifer Lopez .	1
5415	d072ef83ef662d57078ce756e	 A particularly joyless , and exceedingly dull , period coming-of-age tale .	0
5416	846f1a9f82d7f59718b7443a1	 It 's impossible to indulge the fanciful daydreams of Janice Beard -LRB- Eileen Walsh -RRB- when her real-life persona is so charmless and vacant .	1
5417	f896956bf7efe049b8a9ed3d9	 ... it was n't the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second , did I miss something ? ''	0
5418	6891e312099a7093966ec89d7	 ending .	2
5419	7ad6065adbce6951273a90c02	 This is a movie where the most notable observation is how long you 've been sitting still .	1
5420	1eff74d61bd6286297cce9c2a	 Poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action .	0
5421	1aa7ffba41fc31d9f572a961b	 It 's super - violent , super-serious and super-stupid .	0
5422	10c305df8d0b3696ceea1a9c6	 So earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script .	2
5423	e28717f533030235389457aab	 Just a string of stale gags , with no good inside dope , and no particular bite .	1
5424	3c734c69239d752b54ba7366a	 It 's Splash without the jokes .	0
5425	cee17df24a98e8a6734e97193	 The Château would have been benefited from a sharper , cleaner script before it went in front of the camera .	1
5426	aa0a401b688f23bbd3652d140	 Not to mention a sharper , cleaner camera lens .	2
5427	f5640f2ab07dc6c0ecc81458c	 Shallow , noisy and pretentious .	0
5428	d1d1c0e1a3ea4fba97112a488	 Morrissette has performed a difficult task indeed - he 's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating .	1
5429	e38c0a30e89805a4d31b5cdae	 Granddad of Le Nouvelle Vague , Jean-Luc Godard continues to baffle the faithful with his games of hide-and-seek .	2
5430	1d8d8d4dca37954cdb3ca327d	 This loud and thoroughly obnoxious comedy about a pair of squabbling working-class spouses is a deeply unpleasant experience .	0
5431	2b964284bb7851b21c0dbd569	 It 's better than The Phantom Menace .	3
5432	a63e0dde5289bacfcf4c56ad8	 But unless you 're an absolute raving Star Wars junkie , it is n't much fun .	1
5433	991aae027320875be23c9a591	 Philosophically , intellectually and logistically a mess .	0
5434	75ecf56ee1a9c053633595088	 A standard police-oriented drama that , were it not for De Niro 's participation , would have likely wound up a TNT Original .	1
5435	2b9423d4ed53348962e0b6541	 Coupling disgracefully written dialogue with flailing bodily movements that substitute for acting , Circuit is the awkwardly paced soap opera-ish story .	1
5436	1ea246b76d33e22ba0505aa33	 Hollywood Ending just is n't very funny .	1
5437	a06ae951b01001b2e2e26670b	 Though clearly well-intentioned , this cross-cultural soap opera is painfully formulaic and stilted .	1
5438	462cda62830a248f6c2ce6c8e	 A technical triumph and an extraordinary bore .	1
5439	4b4921bda10fea6287380cbec	 I can easily imagine Benigni 's Pinocchio becoming a Christmas perennial .	4
5440	586a7ea2908323f2af19e4063	 Coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings .	1
5441	bcd91e11daf575a064b3bcc75	 Two hours of junk .	0
5442	22540dc7cf6cfa6451b09e61c	 Ends up being mostly about ravishing costumes , eye-filling , wide-screen production design and Joan 's wacky decision to stand by her man , no matter how many times he demonstrates that he 's a disloyal satyr .	2
5443	9eed795ec1c943a30c67f53ef	 Self-congratulatory , misguided , and ill-informed , if nonetheless compulsively watchable .	2
5444	8e8280f198cf9042cefe85542	 A clumsily manufactured exploitation flick , a style-free exercise in manipulation and mayhem .	1
5445	15905e3c3e550bd64397d5df5	 The whole affair , true story or not , feels incredibly hokey ... -LRB- it -RRB- comes off like a Hallmark commercial .	1
5446	02d1c7cc22e81fe5bbd90f36d	 What 's missing is what we call the ` wow ' factor .	1
5447	e3b68b44e6cf14d9776d35996	 The nicest thing that can be said about Stealing Harvard -LRB- which might have been called Freddy Gets Molested by a Dog -RRB- is that it 's not as obnoxious as Tom Green 's Freddie Got Fingered .	1
5448	f28e97124d04737fa7357860d	 ... Tara Reid plays a college journalist , but she looks like the six-time winner of the Miss Hawaiian Tropic Pageant , so I do n't know what she 's doing in here ...	1
5449	eb83a3f908da50d3a69940334	 The young stars are too cute ; the story and ensuing complications are too manipulative ; the message is too blatant ; the resolutions are too convenient .	1
5450	7b3703dbde2ae6dc2a2e04bf6	 Normally , Rohmer 's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorable .	1
5451	7860273273b92742abbe5ddae	 I highly recommend Irwin , but not in the way this film showcases him .	2
5452	01d781492491d30c37ee473cc	 It 's been 13 months and 295 preview screenings since I last walked out on a movie , but Resident Evil really earned my indignant , preemptive departure .	0
5453	3dffd8ec37c00939b8b70ebf2	 This picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .	1
5454	2459b556ac8942e290c2bffc1	 Malone does have a gift for generating nightmarish images that will be hard to burn out of your brain .	2
5455	e7f9b59ef812ec383b8f362be	 But the movie 's narrative hook is way too muddled to be an effectively chilling guilty pleasure .	1
5456	fe175bb5c741eb0e312836fd5	 Though it goes further than both , anyone who has seen The Hunger or Cat People will find little new here , but a tasty performance from Vincent Gallo lifts this tale of cannibal lust above the ordinary .	3
5457	06f3b04d18e57f3b6cbb68628	 A Blair Witch - style adventure that plays like a bad soap opera , with passable performances from everyone in the cast .	1
5458	16ec1bbf195b7ccc385b617ed	 Diaz wears out her welcome in her most charmless performance	0
5459	59db1a626424acb2488146fc6	 It is too bad that this likable movie is n't more accomplished .	1
5460	689b050f6b75ea55e40c830a5	 The actors try hard but come off too amateurish and awkward .	0
5461	ea79cd059f2334a60a4bfa1a1	 The plot has a number of holes , and at times it 's simply baffling .	1
5462	e2761e2f6c4a88d7c4294da17	 An ill-conceived jumble that 's not scary , not smart and not engaging .	1
5463	38f3f0f01049d6364e78eac56	 Brainless , but enjoyably over-the-top , the retro gang melodrama , Deuces Wild represents fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism .	1
5464	04feb1434e2777959774e01b6	 Gets bogged down by an overly sillified plot and stop-and-start pacing .	1
5465	40f568c3e0a74ffcddbee793a	 `` What John does is heroic , but we do n't condone it , '' one of the film 's stars recently said , a tortuous comment that perfectly illustrates the picture 's moral schizophrenia .	2
5466	379b712abb4ad3e061ef0062e	 Like coming into a long-running , well-written television series where you 've missed the first half-dozen episodes and probably wo n't see the next six .	1
5467	d4c029d4c23a1b67be493fd90	 Its generic villains lack any intrigue -LRB- other than their funny accents -RRB- and the action scenes are poorly delivered .	1
5468	b60f94bd458ddfb8a3be042ea	 Dripping with cliche and bypassing no opportunity to trivialize the material .	0
5469	058a817dd3162e6fd4ec6c0d1	 Hard-core slasher aficionados will find things to like ... but overall the Halloween series has lost its edge .	1
5470	5cfb7841de9f2426e4c936bfe	 Stiff and schmaltzy and clumsily directed .	0
5471	75b2cbbd9d00815b6777599fe	 The story the movie tells is of Brian De Palma 's addiction to the junk-calorie suspense tropes that have all but ruined his career .	1
5472	b2ea72b2d2843152bf0928187	 Too many improbabilities and rose-colored situations temper what could 've been an impacting film .	2
5473	2fb9e7e25562b92bea2b6c791	 Generic slasher-movie nonsense , but it 's not without style .	2
5474	67661e6ff89333f8d9952321a	 With tiny little jokes and nary an original idea , this sappy ethnic sleeper proves that not only blockbusters pollute the summer movie pool .	1
5475	36e3c156e1914cad377af3b3f	 It sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .	1
5476	9c89efcf53a7af41b7ab2e3f8	 Ever see one of those comedies that just seem like a bad idea from frame one ?	1
5477	1b9248c06393a2ad4dea25bd2	 Once Ice-T sticks his mug in the window of the couple 's BMW and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .	0
5478	3dad20c9a3fa8d5a96e3c4299	 The best drug addition movies are usually depressing but rewarding .	2
5479	5039137b97a004de0694f12f7	 Quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance .	1
5480	0e315080f6302430d417e1272	 It would be great to see this turd squashed under a truck , preferably a semi .	0
5481	4f049b5e57f095db0743210f3	 In the end , all you can do is admire the ensemble players and wonder what the point of it is .	2
5482	90a9f446f917f3118cc66de05	 For most movies , 84 minutes is short , but this one feels like a life sentence .	0
5483	6f8fa2e9dfb95c485315e3d74	 While Glover , the irrepressible eccentric of River 's Edge , Dead Man and Back to the Future , is perfect casting for the role , he represents Bartleby 's main overall flaw .	2
5484	083e8afbc8ce39f86925efeeb	 Shatner is probably the funniest person in the film , which gives you an idea just how bad it was .	1
5485	b9c29fa7d76e98376a7220a15	 Tries so hard to be quirky and funny that the strain is all too evident .	0
5486	4f273a02e89010471dc6a6245	 As immaculate as Stuart Little 2 is , it could be a lot better if it were , well , more adventurous .	3
5487	22c0eb000c7132bc97ba3c1b5	 Simply a re-hash of the other seven films .	1
5488	4f7d0e1b85e527fffa9037267	 With jump cuts , fast editing and lots of pyrotechnics , Yu clearly hopes to camouflage how bad his movie is .	0
5489	c033909631bf8ec8215c8924b	 He fails .	1
5490	a693fc81a55adc6a4e9cee355	 I found myself more appreciative of what the director was trying to do than of what he had actually done .	2
5491	a69612670d097242e61559043	 A very depressing movie of many missed opportunities .	0
5492	7725fa58982c11cc13ead302f	 Goes on and on to the point of nausea .	1
5493	1a24829c5d4773ec9f081dada	 By turns numbingly dull-witted and disquietingly creepy .	1
5494	13f8dc5ffd57ee892a7aa9784	 Boy , has this franchise ever run out of gas .	0
5495	8d2cc137bc076feee8042fb2b	 One problem with the movie , directed by Joel Schumacher , is that it jams too many prefabricated story elements into the running time .	1
5496	3a0eef8647190e7c024b0d561	 The comedy is nonexistent .	0
5497	28ae514735dc43164f1fb2912	 ... a bland , pretentious mess .	1
5498	38a9b591c68a1e8b27c0db245	 It 's a pedestrian , flat drama that screams out ` amateur ' in almost every frame .	1
5499	ab3beff5daeb1927a9a4e085b	 A bland animated sequel that hardly seems worth the effort .	1
5500	dcefa110f81305b9b904747b7	 It 's not just the vampires that are damned in Queen of the Damned -- the viewers will feel they suffer the same fate .	0
5501	6b9ac70ac7b82c3c08b5d4464	 If religious films are n't your bailiwick , stay away .	1
5502	551c31cbdf11ae4bd73425e18	 Otherwise , this could be a passable date film .	1
5503	109d50fe17bd343819b5a5ed0	 This is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience .	0
5504	bf0c72198f5cf8f3b4b76fc28	 The pace and the visuals are so hyped up that a curious sense of menace informs everything .	2
5505	e449fce7cc6acb7f524120738	 Stuffy , full of itself , morally ambiguous and nothing to shout about .	1
5506	638707276eb30489a260cf015	 It is most of the things Costner movies are known for ; it 's sanctimonious , self-righteous and so eager to earn our love that you want to slap it .	1
5507	36bbb427979b72c01a6859b5a	 Do n't let the subtitles fool you ; the movie only proves that Hollywood no longer has a monopoly on mindless action .	1
5508	fd89366d74203d983da16cd84	 Chai 's structure and pacing are disconcertingly slack .	1
5509	9c0d8f39b1a74cdd6ec6a93f1	 To be oblivious to the existence of this film would be very sweet indeed .	1
5510	70b080f2aeb874ae10287b232	 The director , with his fake backdrops and stately pacing , never settles on a consistent tone .	0
5511	96c0755f633f869bbac88ac64	 One just waits grimly for the next shock without developing much attachment to the characters .	2
5512	a563ebe48bf49aa114f8602dc	 Instead of panoramic sweep , Kapur gives us episodic choppiness , undermining the story 's emotional thrust .	1
5513	7951a96d284d84d2815cda639	 The director seems to take an unseemly pleasure in -LRB- the characters ' -RRB- misery and at the same time to congratulate himself for having the guts to confront it .	1
5514	656d1e6933d821fe00b71f70c	 This dubious product of a college-spawned -LRB- Colgate U. -RRB- comedy ensemble known as Broken Lizard plays like a mix of Cheech and Chong and CHiPs .	1
5515	01a7b363e6ae50fce5425ad66	 The movie does n't think much of its characters , its protagonist , or of us .	1
5516	caba8da5dc812aef429dbfce6	 Super Troopers is an odd amalgam of comedy genres , existing somewhere between the often literal riffs of early Zucker Brothers\/Abrahams films , and the decidedly foul stylings of their post-modern contemporaries , The Farrelly Brothers .	2
5517	f3267bec49bf07de184dfa198	 ... will always be remembered for the 9-11 terrorist attacks .	2
5518	cb4217e371fe19e952c85a631	 After seeing the film , I can tell you that there 's no other reason why anyone should bother remembering it .	0
5519	db89b977d33592520b1eb19d3	 Made me feel uneasy , even queasy , because -LRB- Solondz 's -RRB- cool compassion is on the border of bemused contempt .	2
5520	c9b127dbfc615540a033d5caa	 As a kind of colorful , dramatized PBS program , Frida gets the job done .	3
5521	52dd875b234e97d9955eab093	 But , for that , why not watch a documentary ?	2
5522	fc0da8237284c7811dff297bf	 With minimal imagination , you could restage the whole thing in your bathtub .	1
5523	11c07fd3ec39683ffdea919df	 Nights feels more like a quickie TV special than a feature film ... It 's not even a TV special you 'd bother watching past the second commercial break .	1
5524	61d072cedaf052b67f35acf3d	 Although ... visually striking and slickly staged , it 's also cold , grey , antiseptic and emotionally desiccated .	1
5525	0f7c1ccdc908b554cb3b1426f	 You can see where Big Bad Love is trying to go , but it never quite gets there .	2
5526	a74f95b3be0078dfa578db098	 Friday After Next is the kind of film that could only be made by African-Americans because of its broad racial insensitivity towards African-Americans .	1
5527	fa5c3d6d18421efac257a90cc	 It 's not as awful as some of the recent Hollywood trip tripe ... but it 's far from a groundbreaking endeavor .	1
5528	e24002a0fd9b82f036b43a523	 The only thing `` swept away '' is the one hour and thirty-three minutes spent watching this waste of time .	0
5529	dd2eba854187c6bb1a654815e	 One-sided documentary offers simplistic explanations to a very complex situation .	1
5530	4866e440b2d6e43d02e067e96	 ... Stylistically , the movie is a disaster .	0
5531	38f9b1f30fcb472d849697ee6	 The corpse count ultimately overrides what little we learn along the way about vicarious redemption .	1
5532	459a188185d1782139e1c64f5	 As violent , profane and exploitative as the most offensive action flick you 've ever seen .	1
5533	eea8d935ae809ebb14a4a843b	 Egoyan 's work often elegantly considers various levels of reality and uses shifting points of view , but here he has constructed a film so labyrinthine that it defeats his larger purpose .	2
5534	267f659c04edcb44f31bdd274	 Life or Something Like It has its share of high points , but it misses too many opportunities .	2
5535	790700b5cc05ef5e6c3bef04e	 This is a truly , truly bad movie .	1
5536	b2443eac1036940be4a4eba78	 Despite bearing the Paramount imprint , it 's a bargain-basement European pickup .	0
5537	9c57be22e45a97870b6dda4bf	 What 's hard to understand is why anybody picked it up .	0
5538	9097f735d603aa63427b0a385	 Wiser souls would have tactfully pretended not to see it and left it lying there	2
5539	3166c87a96a5eaba50a2232cf	 Believability was n't one of the film 's virtues .	1
5540	de5401eee92b0cee1ba7f9472	 Sewer rats could watch this movie and be so skeeved out that they 'd need a shower .	0
5541	7ce0d0d4f367eeb279667d107	 The Santa Clause 2 's plot may sound like it was co-written by Mattel executives and lobbyists for the tinsel industry .	1
5542	b5bebb227c7e5483c53616533	 His best film remains his shortest , The Hole , which makes many of the points that this film does but feels less repetitive .	2
5543	34091450528801e20f76a3852	 Just another disjointed , fairly predictable psychological thriller .	0
5544	81cb5f9fece8ebec421a53529	 ... stumbles over every cheap trick in the book trying to make the outrage come even easier .	1
5545	e489d2f467030997513d76122	 Even the hastily and amateurishly drawn animation can not engage .	0
5546	2db34774bbabdf5442209d387	 Kung Pow is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .	1
5547	e994aefea71a413d377cc81fb	 Busy urban comedy is clearly not Zhang 's forte , his directorial touch is neither light nor magical enough to bring off this kind of whimsy .	1
5548	4324b29ecf1dcd7cff5fd3c80	 Not completely loveable -- but what underdog movie since The Bad News Bears has been ?	1
5549	5fda6082ca26a23dc415eb63e	 -- but certainly hard to hate .	3
5550	8eb7104b7e06aecbffdaa8100	 A movie that ca n't get sufficient distance from Leroy 's delusions to escape their maudlin influence .	1
5551	e82b312017f521344c2457f11	 It 's Young Guns meets Goodfellas in this easily skippable hayseeds-vs .	2
5552	3445403c3edc115b5310a48cb	 - greaseballs mob action-comedy .	1
5553	296602be6ecb6c1b722ee3372	 Louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother Hoffman 's script stumbles over a late-inning twist that just does n't make sense .	1
5554	491c43a30c336b349f37c88f8	 The movie straddles the fence between escapism and social commentary , and on both sides it falls short .	1
5555	80d310348514c714166166020	 The film is old-fashioned , occasionally charming and as subtle as boldface .	3
5556	facf2a08d7ec9cf20e1c66ce8	 Ca n't get enough of libidinous young city dwellers ?	2
5557	5507b27ada847c736aba5e641	 Try this obscenely bad dark comedy , so crass that it makes Edward Burns ' Sidewalks of New York look like Oscar Wilde .	1
5558	08a31080ef5316a7781d93d65	 In The New Guy , even the bull gets recycled .	1
5559	6093925a011331b2bf8335a85	 Largely , this is a movie that also does it by the numbers .	2
5560	1816d277245647cc6722d6998	 On top of a foundering performance , -LRB- Madonna 's -RRB- denied her own athleticism by lighting that emphasizes every line and sag .	1
5561	82c9ae1fbd0beaba97426e663	 This is the first full scale WWII flick from Hong Kong 's John Woo .	2
5562	41ee5008b9b1d3d6a478af615	 He 's not good with people .	1
5563	337d2ea8632df248a71ef0336	 Patchy combination of soap opera , low-tech magic realism and , at times , ploddingly sociological commentary .	1
5564	02949ce9d7b4848e9b27a8b90	 -LRB- Stevens is -RRB- so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits .	1
5565	839e54a5a31f6d46d30594198	 So boring that even its target audience talked all the way through it .	0
5566	90078a7a32945f4def4c30d4f	 One of the more glaring signs of this movie 's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from Ms. Spears .	0
5567	d7c4df816af79074925270296	 Hollywood Ending is the most disappointing Woody Allen movie ever .	0
5568	4879c542452d1fd0cb606800c	 He has a great cast and a great idea .	4
5569	69e03428769139391b22b392a	 But the execution is a flop with the exception of about six gags that really work .	2
5570	c00e7df708bb8f5ff4dc98952	 ... generically , forgettably pleasant from start to finish .	2
5571	e238608fba06139fdef34639f	 It 's just hard to believe that a life like this can sound so dull .	1
5572	05ae515a010a186888436ca37	 When not wallowing in its characters ' frustrations , the movie is busy contriving false , sitcom-worthy solutions to their problems .	1
5573	b4a38c068d80d43015282a5c3	 An overstylized , puréed mélange of sex , psychology , drugs and philosophy .	1
5574	dbd2cd7a8da4d0ba7c854c8e7	 Sometimes entertaining , sometimes indulgent -- but never less than pure wankery .	2
5575	01397e27c7aa301e9d9e546eb	 ` Lovely and Amazing , ' unhappily , is neither ... excessively strained and contrived .	2
