	id	sentence	sentiment
467	de8fcc9680e8e54dbb59b810f	 Alain Choquart 's camera barely stops moving , portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency , which , for a film that takes nearly three hours to unspool , is both funny and irritating .	2
468	55a643958b23aa4d1ec6c5864	 Mostly Martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it 's a pleasurable trifle .	2
469	1d3194a226c162a3c48360a55	 The only pain you 'll feel as the credits roll is your stomach grumbling for some tasty grub .	1
470	9892e32e6a173ed752ede2ab0	 Hardly an objective documentary , but it 's great cinematic polemic ... love Moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions .	4
471	125251f0406b777e1232171bf	 The mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs .	4
472	a4d1c421c693e89081ca2ffbc	 The film is visually dazzling , the depicted events dramatic , funny and poignant .	4
473	7bfa5669d3e398d70284c2d8e	 A directorial tour de force by Bernard Rose , ivans xtc .	3
474	f8bdcc8d10d8100da702b25d1	 is one of this year 's very best pictures .	4
475	56f02f52bfe98ae0c18863648	 What makes the movie work -- to an admittedly limited extent -- is the commitment of two genuinely engaging performers .	2
476	f772bf632dd7b2778ece96739	 Weaver and LaPaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .	4
477	5ab6e4615a2ed0acd50313794	 Even the digressions are funny .	3
478	21df8920373759436e88d8429	 Mr. Spielberg and his company just want you to enjoy yourselves without feeling conned .	3
479	c323bd285d1fede5fc461cfae	 And they succeed merrily at their noble endeavor .	3
480	890bbbb0c96ba4e01c0fd1c65	 Melodrama with a message .	2
481	7d9a882ebcbd1064dd04e9843	 A perfectly pleasant if slightly pokey comedy .	3
482	c3859408465d489d0e37aeeed	 Coppola 's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .	3
483	2b959092170cf34b781728e10	 At the end , when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .	3
484	0e27f7f52c1b62cd1bc7a5a3c	 Wang Xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men .	3
485	03273f771615f581390f41a0e	 It 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as The Grey Zone , but it 's equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started .	3
486	0ecfe429a8db2520d525a3767	 Bogdanovich taps deep into the Hearst mystique , entertainingly reenacting a historic scandal .	4
487	6ead899af919a2784816b1c87	 A moving tale of love and destruction in unexpected places , unexamined lives .	3
488	25caf894a31590f76cb6ddfa3	 Clooney directs this film always keeping the balance between the fantastic and the believable ...	3
489	9578c5572da04dc6536da9299	 Even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .	3
490	af44fca259fa78b303e4ff178	 ... a lesson in prehistoric hilarity .	2
491	7ed56c1ec8c972564be00b37c	 A fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys .	4
492	8fa10c4aaf48b685dcfe0e929	 Lawrence plumbs personal tragedy and also the human comedy .	3
493	27719e3b14f027d4f153688c1	 Though a capable thriller , somewhere along the way K-19 jettisoned some crucial drama .	1
494	edce3362cb6534d5b6e009768	 Just about the surest bet for an all-around good time at the movies this summer .	4
495	ce9c888b502d74f04bb2f6e8d	 It would be disingenuous to call Reno a great film , but you can say that about most of the flicks moving in and out of the multiplex .	2
496	8f6a24330f66b9b8d4ad740ec	 This is a movie that is what it is : a pleasant distraction , a Friday night diversion , an excuse to eat popcorn .	3
497	f6a2f8876526870d260e7ca4e	 There is a certain sense of experimentation and improvisation to this film that may not always work , but it is nevertheless compelling .	3
498	ae873ef1b96fe810046a4550b	 The Four Feathers has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes .	3
499	680e38e29435169c9958760c0	 A delicious , quirky movie with a terrific screenplay and fanciful direction by Michael Gondry .	4
500	9325ddff7899ac231525ada4a	 This story still seems timely and important .	3
501	5c0dda29ada6f60f4cc568962	 And there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends .	3
502	9187824f85bfd927d5e397df2	 The bodily function jokes are about what you 'd expect , but there are rich veins of funny stuff in this movie .	3
503	7da7b64733689517f90242be0	 The performances are amiable and committed , and the comedy more often than not hits the bullseye .	3
504	f782f8f59458dfa9ddd466fce	 This time , the hype is quieter , and while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part .	3
505	737859516fd98c82065c51583	 There 's plenty to enjoy -- in no small part thanks to Lau .	3
506	9bf1704c7c3589e44e4dc7d23	 With a romantic comedy plotline straight from the ages , this Cinderella story does n't have a single surprise up its sleeve .	1
507	b51e0f47f57f5b7a0389cbc52	 But it does somehow manage to get you under its spell .	3
508	17cb25520318f14e9138c4571	 Though few will argue that it ranks with the best of Herzog 's works , Invincible shows he 's back in form , with an astoundingly rich film .	4
509	cd496a4b3d83e3371d3fa75d9	 `` Catch Me '' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark .	3
510	8b2e4020e3ba15e423c5b63e2	 By no means a great movie , but it is a refreshingly forthright one .	3
511	2a3d4bd987695975befc2bf5a	 The casting of Raymond J. Barry as the ` assassin ' greatly enhances the quality of Neil Burger 's impressive fake documentary .	3
512	304cc896fd630eb84f0b72328	 Despite Besson 's high-profile name being Wasabi 's big selling point , there is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone .	3
513	4f716d6b7467bdfc99e007015	 This documentary is a dazzling , remarkably unpretentious reminder of what -LRB- Evans -RRB- had , lost , and got back .	4
514	c2391a57cf1a7d64fdda311e3	 A thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one 's actions .	4
515	b7af52b45c8990987dc6b30c7	 As satisfyingly odd and intriguing a tale as it was a century and a half ago ... has a delightfully dour , deadpan tone and stylistic consistency .	4
516	6d527c5961f24ec0b70f71ca4	 Methodical , measured , and gently tedious in its comedy , Secret Ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain .	4
517	0ce977fc6cdd1456944aaebf2	 A witty , trenchant , wildly unsentimental but flawed look at the ins and outs of modern moviemaking .	2
518	587287b41f6b47af9bb536882	 For most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .	3
519	bd5f1325c5e4879c60b809ed8	 By the standards of knucklehead swill , The Hot Chick is pretty damned funny .	4
520	731968185a42ba3b07d440935	 One of the most gloriously unsubtle and adrenalized extreme shockers since The Evil Dead .	3
521	94938a7fb7db7efd0078bf959	 -LRB- Reaches -RRB- wholly believable and heart-wrenching depths of despair .	3
522	cf84878e723f331f1e98eff6f	 An absorbing and unsettling psychological drama .	3
523	452a1f362115a16dca132196f	 This movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep .	4
524	124dd93fa5f5daacf2206e136	 Though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .	1
525	e2903b5f98f56cf060704bb88	 The entire cast is extraordinarily good .	4
526	0e4de71c293b4743e955e35af	 Yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with Shimizu is very believable .	4
527	9fb0060c3cc894ef3d98e2b08	 Young Hanks and Fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work .	4
